Model,N,R2,Adj_R2,F_Statistic,F_p_value,AIC,BIC,Log_Likelihood
CAPM,249,0.011249150039950195,-0.021709211625384972,0.5420482226222824,0.8241354732129311,6.697667316623836,38.3547433848062,5.651166341688082
FF4,249,0.012131052568583378,-0.02079791234579731,0.6286791027734981,0.7533614731600754,-15.567505165756586,16.089570902425777,16.783752582878293
