alpha_ff4,beta_mkt_ff4,r2_ff4,n_est_obs,CAR_1_1,CAR_0_5,CAR_0_20,CAR_5_60,CAR_5_30,event_id,ticker,company_fyi,announcement_date,ai_mentioned,post_chatgpt,period,listing_region,industry,layoff_count,layoff_pct
-0.002425226583417194,1.10225700241792,0.5395139280218288,250,0.024127897569212728,-0.052285112374673814,0.03968094140396625,-0.11806347393047589,-0.11806347393047589,ADPT_2022-03-08,ADPT,Adaptive Biotechnologies,2022-03-08,0,0,pre_genai,US,Healthcare,100.0,12%
0.0002410893950634366,1.2029462153147514,0.7654756887908678,250,-0.014877971184835838,0.022010513730899274,-0.032555673503049554,-0.03276630591872608,-0.03276630591872608,ADSK_2023-02-02,ADSK,Autodesk,2023-02-02,0,1,post_genai,US,Other,250.0,2%
-0.0002848275362601758,1.2587961219549184,0.40980388310715166,250,-0.03054601172368455,-0.03960027956046113,0.01107577004825516,0.07322286878550027,0.07322286878550027,ADSK_2025-02-27,ADSK,Autodesk,2025-02-27,0,1,post_genai,US,Other,1350.0,9%
0.0010063951085085374,0.2616933400036789,0.20311382266821387,250,0.20780653883706068,0.20643324539264327,0.07187502787004582,0.14833562591455898,0.14833562591455898,AEYE_2023-03-28,AEYE,AEye,2023-03-28,0,1,post_genai,US,Transportation,46.0,33%
-0.0012113030068866043,2.29689448181117,0.6630966233914978,250,-0.016238956916871432,-0.2649873141744543,-0.3200783708905543,-0.4839141308393358,-0.4839141308393358,AFRM_2022-11-03,AFRM,Affirm,2022-11-03,0,0,pre_genai,US,Finance,,1%
0.004837198379405654,3.0924508500264456,0.4222559478314267,250,-0.004517183835950702,-0.06608083954874316,-0.1246740905969771,-0.3958187483404359,-0.3958187483404359,AFRM_2024-02-21,AFRM,Affirm,2024-02-21,0,1,post_genai,US,Finance,60.0,
-0.0014226529213763309,0.7025805895335526,0.37249274885670935,250,0.0912874561833292,0.10609037523851962,0.162379412860112,0.0953092773961781,0.0953092773961781,AKAM_2023-05-09,AKAM,Akamai,2023-05-09,0,1,post_genai,US,Security,290.0,3%
-0.0008827448045274024,0.7290155341557794,0.13798766390902795,250,-0.13524083601417367,-0.1534249011941389,-0.05366511987277747,-0.03357986690681692,-0.03357986690681692,AKAM_2024-11-07,AKAM,Akamai,2024-11-07,0,1,post_genai,US,Security,250.0,2%
-0.00020155865308913454,1.4353168696593475,0.4686678415123475,250,0.010760149125824117,0.03607548558351756,0.0770577155707759,0.15610339784942195,0.15610339784942195,AMAT_2025-10-23,AMAT,Applied Material,2025-10-23,0,1,post_genai,US,Manufacturing,1400.0,4%
-0.0005756532918998883,2.112848226663434,0.39003884242221565,250,-0.03260675592965705,-0.013615489164494052,-0.10679324991511503,-0.19189367687917197,-0.19189367687917197,AMD_2024-11-13,AMD,AMD,2024-11-13,1,1,post_genai,US,Hardware,1000.0,4%
-0.0002969538615068641,0.9556282868020312,0.6207457769947352,250,-0.0678888114039216,-0.09335686211739716,-0.03345169977685839,-0.24098013714850275,-0.24098013714850275,AMPL_2023-04-05,AMPL,Amplitude,2023-04-05,0,1,post_genai,US,Data,99.0,13%
0.0002593382069731189,1.3258456648069321,0.6983435037948332,250,-0.11914515042152428,-0.15315356854427256,-0.2116852462748908,-0.35732260556524026,-0.35732260556524026,AMZN_2022-10-28,AMZN,Amazon,2022-10-28,0,0,pre_genai,US,Retail,150.0,
