company_fyi,ticker,announcement_date,ai_causal,ai_primary,ai_broad,post_chatgpt,CAR_1_1,CAR_0_20,CAR_5_30
Oportun,OPRT,2023-02-09,0,0,0,1,-7.005740858125691,-26.69911020473789,-11.25980530077613
Oportun,OPRT,2023-11-07,0,0,1,1,-30.716967445576017,-45.619149698511066,-48.81887068243653
Oracle,ORCL,2022-08-01,0,0,0,0,-1.3540309753270001,-1.64693503143108,2.94028461371009
Oracle,ORCL,2025-08-13,0,1,1,1,-3.9242555339884397,20.46432619716197,8.29256316917177
Oatly,OTLY,2022-11-15,0,0,1,0,-15.89625504300271,-31.822984793904507,10.104632534744031
Ouster,OUST,2022-09-20,0,0,0,0,-11.525125696230209,-1.8436322034627501,27.24179638365627
Owlet,OWLT,2022-07-22,0,0,0,0,-6.5606736306209,5.84585983557575,9.30118546768312
PagSeguro,PAGS,2023-01-25,0,0,0,1,14.27972799045773,-7.19225234872438,-3.41996975585366
UiPath,PATH,2022-06-27,0,0,1,0,1.0647212596429498,-19.578977626316952,-21.06927646075145
UIPath,PATH,2024-07-09,0,0,1,1,-9.95719428470788,-1.62926217195835,-6.17422488849484
Paycom,PAYC,2025-10-01,0,0,0,1,-9.88870022982644,-14.136830408987668,-31.57040063688834
Payoneer,PAYO,2023-06-26,0,0,0,1,0.52035052775082,5.3139474261967194,20.820490493367892
Payoneer,PAYO,2025-12-08,0,0,0,1,1.10191646126555,-0.70427869373521,5.3094078762332995
Procore,PCOR,2024-01-30,0,0,0,1,3.118881186933,0.39833450109047996,5.3835286030184
PagerDuty,PD,2023-01-24,0,0,0,1,-3.7918926965101805,-3.65873126697479,-5.864293049066769
Pegasystems,PEGA,2023-01-03,0,0,0,1,-0.5968096161167,-4.3182145546897,2.57750891270181
Pegasystems,PEGA,2023-08-31,0,0,0,1,2.67861207047595,-9.10733686597026,-12.8553324917834
Perion,PERI,2022-08-08,0,0,1,0,-1.4477869965096,8.217149704986259,14.912273139142071
Perion,PERI,2024-06-25,0,0,1,1,-4.1256899589316,4.87766919864833,11.53946213956538
Pagaya,PGY,2023-01-18,0,0,0,1,-13.555295517411711,27.417688949687243,-12.82092388760959
Pagaya,PGY,2024-06-05,0,0,1,1,11.54420634289856,20.027833563548132,11.29360361881216
Philips,PHG,2022-10-24,0,0,0,0,-6.02051358430541,10.341339908211381,13.95531116487882
Phunware,PHUN,2023-07-20,0,0,0,1,-8.81227145552336,-6.86905824332666,-18.75055691897602
Impinj,PI,2024-02-13,0,0,0,1,-6.49485816628443,10.39159827117567,16.74615311172138
Pinterest,PINS,2022-11-30,0,0,0,1,-2.94709856000458,6.12560629348312,1.7179046659207502
Planet,PL,2023-08-01,0,0,0,1,-0.39416349792675,-1.71385765399958,-3.01441228846584
Planet,PL,2024-06-26,0,0,0,1,-7.879939297840161,11.56308794193271,17.56919237666677
Playtika,PLTK,2022-05-31,0,0,0,0,-4.3051949141506,3.55460578914796,-10.809291671758
Playtika,PLTK,2022-12-09,0,0,0,1,-2.2071036499484,14.258688540649311,10.202119255106549
Playtika,PLTK,2024-01-11,0,0,0,1,-1.90074510425675,-8.29110834246103,-13.668813485566261
Playtika,PLTK,2025-06-05,0,0,1,1,-0.04386966594182,1.20294093665941,-6.54899714041721
Palantir,PLTR,2023-02-27,0,0,0,1,-2.52914204802592,-1.15586637900023,-5.68673386339887
Palantir,PLTR,2025-03-27,0,1,1,1,-4.69235055345194,11.17740783544984,8.32532675540406
Personalis,PSNL,2023-01-19,0,0,0,1,-20.87891154804098,33.791901687624346,10.75211729925498
Pure Storage,PSTG,2024-02-08,0,1,1,1,3.79931529819955,24.33662932468991,16.069668730363677
Peloton,PTON,2022-02-08,0,0,0,0,28.641856091385232,-17.81526448632551,24.82055239728688
Peloton,PTON,2022-08-12,0,0,0,0,12.49809680434485,24.84492352790774,46.092886575397365
Peloton,PTON,2023-07-13,0,0,0,1,-5.38568484627677,-9.10055539751251,-26.13991224827442
Peloton,PTON,2024-05-02,0,0,0,1,4.1593305054767,18.326100191970628,39.16192724667495
Peloton,PTON,2025-08-07,0,0,0,1,8.16184738272041,-1.12550971110782,-10.39491520055995
PubMatic,PUBM,2024-10-07,0,0,0,1,1.54926859300873,-6.51887089670854,-7.649583493603671
PayPal,PYPL,2022-05-23,0,0,0,0,0.9316117763087399,1.92972444218024,1.7404703101273602
PayPal,PYPL,2023-01-31,0,0,0,1,-1.58082522275162,-2.359188693375,0.16144978391728998
PayPal,PYPL,2024-01-30,0,0,0,1,1.61541054279163,-2.44652952722787,-0.64803633129671
Qualcomm,QCOM,2022-12-22,0,0,0,1,-1.8431620985378798,9.421944012395201,7.29007152146544
Quantum SI,QSI,2023-01-30,0,0,0,1,-4.91174564055586,-14.84430860454049,-16.23862290272294
Quanterix,QTRX,2022-08-09,0,0,0,0,-30.716967445576017,-6.35863585200917,-4.94079622812915
LiveRamp,RAMP,2022-11-03,0,0,0,0,-6.04680706394834,25.596793799627847,37.597048525215456
LiveRamp,RAMP,2025-03-05,0,0,0,1,-3.57368426555326,-5.48649862418855,-3.8816055197225
Roblox,RBLX,2023-09-22,0,0,0,1,2.73224106188514,32.75512692384147,40.1855402416548
Vicarious Surgical,RBOT,2023-02-15,0,0,0,1,2.63711356510344,-15.89418710351792,11.133358717964729
The RealReal,REAL,2023-02-16,0,0,0,1,-1.99393067054025,-0.16106090194089,1.36998759717387
REE Automotive,REE,2023-02-09,0,0,0,1,13.35621298633137,23.45944560648531,-14.93011590596079
Rent the Runway,RENT,2024-01-09,0,0,0,1,28.641856091385232,17.41225088142992,21.86896950070066
Rigetti Computing,RGTI,2023-02-10,0,0,0,1,-18.556585151100062,-17.3404988895252,28.018989274381738
Rivian,RIVN,2023-02-01,0,0,0,1,-2.11628664299216,-9.79737013307907,-16.60553838379375
Rivian,RIVN,2023-12-07,0,0,0,1,7.5883607908433195,2.63278718915969,-6.4526042631375695
Rivian,RIVN,2025-06-26,0,0,0,1,-2.52876941707354,-9.08127424155373,-24.207954378111722
Rocket Companies,RKT,2025-07-18,0,0,0,1,10.24195456088883,29.89286790391207,22.59242973710484
RingCentral,RNG,2022-08-04,0,0,0,0,-14.96152620434136,3.26114185244216,-4.3611040516749
Roku,ROKU,2022-11-17,0,1,1,0,8.86236180579506,-4.43077722290857,-11.74469489255803
Rapid7,RPD,2023-08-08,0,0,0,1,10.616480307188949,24.06482828835798,21.39704599747309
Riskified,RSKD,2024-02-13,0,0,0,1,-1.1457163935316599,14.527751022932769,18.03306392226451
Riskified,RSKD,2025-02-19,0,0,0,1,-5.1180716357876594,-10.28789580977014,-2.60463799943351
SentinelOne,S,2023-06-01,0,0,0,1,-30.716967445576017,-32.3701184273967,-25.63530048698063
Sabre,SABR,2023-05-04,0,0,0,1,-7.47149837241015,-15.98386435378481,-11.283687954099001
SAP,SAP,2023-01-26,0,0,0,1,-5.088185028225721,-2.9947862990759098,-1.03164090107834
SAP,SAP,2024-01-23,0,0,1,1,6.06817048595226,3.0894018431372396,8.485138329912619
Satellogic,SATL,2024-05-24,0,0,0,1,-16.16697753567879,-7.33335356123295,-27.271781668465
Springbig,SBIG,2022-12-01,0,0,0,1,-0.17873527567035,-29.465029778052283,35.13010710034753
SolarEdge,SEDG,2024-01-21,0,0,0,1,1.35951421882004,28.547891709412898,4.30329776779572
Stitch Fix,SFIX,2020-06-01,0,0,0,0,1.46164431214332,1.1740085159239,12.158122035363341
Stitch Fix,SFIX,2022-06-09,0,0,0,0,-10.20469020282381,-32.40149160884643,-20.79862877534163
Stitch Fix,SFIX,2023-01-05,0,0,0,1,16.2783286505265,8.46387727286479,19.76379862408823
Stitch Fix,SFIX,2023-07-12,0,0,0,1,-6.36785891152377,-6.62363497272922,0.6290630554189001
Shopify,SHOP,2020-08-14,0,0,0,0,-2.64432207745675,-15.46914256741149,-24.64782919881264
Shopify,SHOP,2022-07-06,0,0,0,0,-4.46390914890108,1.49611682904448,-24.06918847788791
Shopify,SHOP,2023-05-04,0,0,1,1,27.133242642834947,9.51428365422064,9.8830884048444
Shopify,SHOP,2025-11-26,0,0,0,1,-3.76390313843341,0.30765415177911,-3.2698977369688604
Sinch,SINCH.ST,2022-10-12,0,0,0,0,12.2545351488366,61.17672871944352,79.2575052089662
SiriusXM,SIRI,2023-03-06,0,1,1,1,-5.43200273587513,-5.7965704791576,-11.38547466028091
SiriusXM,SIRI,2024-02-12,0,1,1,1,-3.25150430078974,-22.73331458679449,-35.10748773804227
Skillz,SKLZ,2022-05-20,0,0,0,0,-1.4053155633662,-12.91668247988939,-18.74666164021253
NuScale Power,SMR,2024-01-08,0,0,0,1,-11.936606303349249,29.86200870378402,11.50674227850792
Similarweb,SMWB,2022-11-16,0,0,0,0,-12.529149525661209,0.7253834278786601,40.33460700998521
Snap,SNAP,2022-08-31,0,0,0,0,16.09811570609538,32.85480946439457,48.20284672893964
Snap,SNAP,2023-09-27,0,1,1,1,2.3871784060404697,16.98470537322834,33.127131000680386
Synopsys,SNPS,2023-01-27,0,0,0,1,-0.17483801499051999,0.74623061209609,-0.9203679014080699
Synopsys,SNPS,2025-11-12,0,0,0,1,1.34872553381588,16.02800353100242,13.34046345415995
SoFi,SOFI,2023-01-30,0,0,0,1,15.872577458523809,15.07195033960822,4.94188653496071
SoFi,SOFI,2024-01-10,0,0,0,1,-2.79908428870955,-5.47546774127474,-17.91261804304904
Sonder,SONDQ,2023-03-01,0,0,0,1,-16.220107141554728,9.15930789807196,-37.19803556588538
Sonder,SONDQ,2024-02-15,0,0,0,1,6.736572945147221,61.17672871944352,68.32678341762055
Sonder,SONDQ,2025-04-14,0,0,0,1,15.37353702151107,-18.53256445259282,-34.61403799630081
Sonos,SONO,2020-06-24,0,0,0,0,0.57884423885785,15.88821892998057,6.791819521638991
Sonos,SONO,2023-06-14,0,0,0,1,-0.56726643039199,6.4543615998724295,7.1268463346312
Sonos,SONO,2024-08-14,0,0,0,1,-2.23714830901617,-4.07886771964397,-8.7973841740356
Spotify,SPOT,2022-10-06,0,0,0,0,1.43885634993776,-7.18662834053589,-9.248659634373869
Spotify,SPOT,2023-12-04,0,0,0,1,6.611104022200159,-1.1276787705559999,-1.44937332731935
Spotify,SPOT,2024-07-15,0,1,1,1,-3.3702132629374404,14.912153665618922,-2.12782553616684
Sprout Social,SPT,2024-11-25,0,0,0,1,4.844179988142041,10.59793120185911,20.55193694631404
Sportradar,SRAD,2023-11-02,0,0,0,1,4.3727008100747,11.16241175110614,5.4237576324553
Stem,STEM,2025-04-29,0,0,0,1,28.641856091385232,8.77748563283918,39.76794691092822
Stone,STNE,2020-05-12,0,0,0,0,-18.45732285516974,24.73472134468842,30.398286154814556
Storytel,STORY-B.ST,2022-03-17,0,0,0,0,6.10528416877926,7.8729435670417995,1.80466424932972
Seagate,STX,2022-10-26,0,0,0,0,-8.82443542066043,-8.4196449663576,-0.54189592038272
SWVL,SWVL,2022-05-30,0,0,1,0,1.0933294486964,53.75216872479166,-24.60848511354124
Synlogic,SYBX,2022-12-01,0,0,0,1,25.89542150601329,37.15014327074379,56.81155128748049
TaskUs,TASK,2023-02-22,0,0,0,1,11.41805823234219,-20.91593958318942,-23.3146648694459
Taboola,TBLA,2022-09-13,0,0,1,0,-0.90174590743421,-7.294824271960961,-11.998275024413731
Teradata,TDC,2024-08-06,0,0,0,1,-16.01070199388526,-3.0088113925384503,-2.70439723097915
Teladoc Health,TDOC,2023-01-18,0,0,0,1,-4.89918197324291,-1.98938587880199,-5.5318449838417
ThredUp,TDUP,2022-08-15,0,0,0,0,11.37823490918429,33.063361644094606,24.20370266944716
Atlassian,TEAM,2023-03-06,0,0,0,1,5.20096879692315,-14.47867010543752,-9.83299334620208
Atlassian,TEAM,2025-07-30,1,1,1,1,-4.47212087396495,-19.37490569230648,-19.62228779623852
Tenable,TENB,2024-02-07,0,0,0,1,4.2481479702944895,-4.92374112962998,-3.6816445376421
Toast,TOST,2024-02-15,0,0,0,1,11.56942574584452,22.76741280170199,25.320488087136926
LendingTree,TREE,2022-11-03,0,0,0,0,11.14002905893198,11.92589677683435,15.813287254708019
TripAdvisor,TRIP,2020-04-28,0,0,0,0,-2.17725908610611,13.004634253455999,4.7750369664889405
TripAdvisor,TRIP,2023-08-02,0,0,0,1,-12.62136870565344,-12.96359520472034,-1.8033453447822398
TripAdvisor,TRIP,2025-02-04,0,0,0,1,-1.1203475855395,-13.686996240079829,-3.32031751803496
TripAdvisor,TRIP,2025-11-05,0,0,1,1,2.7139937315393303,-3.1281686161629496,-16.25054184623238
Maven,TRLFF,2020-03-30,0,0,0,0,-30.45735217490076,27.215124371589933,37.07346534712851
Tesla,TSLA,2022-06-03,0,0,1,0,-6.377853558658959,-11.572094382127469,-7.24273226862847
Tesla,TSLA,2024-04-15,0,0,0,1,-3.51451444147437,1.8949552652124901,10.24929286495564
The Trade Desk,TTD,2025-12-17,0,0,1,1,3.88867700095237,5.95716455394542,-4.71232071281487
TechTarget,TTGT,2022-12-08,0,0,0,1,1.30349949481846,12.528329113237891,9.171992771607899
Take-Two Interactive,TTWO,2023-03-07,0,0,0,1,1.85224605716559,9.22745962716615,16.80382433935955
Take-Two,TTWO,2024-04-16,0,0,0,1,-0.74463948086074,-3.82645409160308,2.38210465571259
Twilio,TWLO,2022-09-14,0,0,0,0,14.0810268982964,27.03476763018499,37.52046988892996
Twilio,TWLO,2023-12-04,0,0,0,1,3.3135481026187104,-2.30977732298287,7.270859277440509
Twist Bioscience,TWST,2023-05-05,0,0,0,1,7.39205893063373,14.64308967407995,27.73979514773124
10X Genomics,TXG,2022-08-04,0,0,0,0,-6.390989206218051,-3.73783242014153,-3.10343491919021
Unity,U,2022-06-29,0,0,0,0,-5.82764939656437,-34.01058431743097,-21.42819808921237
Unity,U,2023-01-17,0,0,0,1,-4.10117433537501,3.10391568071602,-14.70888184496521
Unity,U,2025-02-11,0,0,0,1,-7.04520168187903,36.79063474290255,37.14759941636676
Uber,UBER,2022-09-07,0,0,0,0,0.0429100318073,3.9494984304164698,15.10318762658763
Uber,UBER,2023-06-21,0,0,0,1,-0.43361049121226003,3.1901986637195296,-0.05989754341252
Udemy,UDMY,2023-02-14,0,0,0,1,-1.7647538543305499,-24.512970072128372,-36.14908827186497
Udemy,UDMY,2024-09-11,0,0,0,1,-0.8986043512054099,-7.67133816396731,0.76225832078608
Upstart,UPST,2022-11-01,0,0,0,0,0.06723505301998,-6.4299189450929,-12.88660996529889
Upwork,UPWK,2023-05-03,0,0,0,1,-15.918783840893349,-9.078129713108531,-11.75012242034086
Upwork,UPWK,2024-10-23,0,0,0,1,28.15444973114672,40.6988992450148,43.77933935371419
View,VRAYQ,2023-04-03,0,0,0,1,-1.4767638551320101,-45.619149698511066,-48.81887068243653
Varonis,VRNS,2022-11-06,0,0,0,0,11.213440981612601,23.349202868371812,8.70968038714746
Viasat,VSAT,2023-04-12,0,0,0,1,-0.9895527410764099,12.0831271974986,30.54580545702688
Viasat,VSAT,2023-11-02,0,0,0,1,0.38864017000216,11.66402867668304,16.132474082133243
Wayfair,W,2022-08-19,0,0,0,0,-4.534269437193831,-5.10857725095877,0.26806589756768
Wayfair,W,2024-01-19,0,0,1,1,9.654896794810849,-7.1308915644713196,6.44108124062811
Wayfair,W,2025-01-10,0,0,0,1,1.0540298038343001,2.04507197157034,12.303960420195171
Wallbox,WBX,2023-01-19,0,0,0,1,5.55253099835088,23.76108654054937,46.65990030487668
Workday,WDAY,2023-01-31,0,0,0,1,2.08914091686544,6.59396198344284,1.26739528244137
Workday,WDAY,2025-02-05,0,0,1,1,6.39812193004644,6.60189755092933,5.68389939391043
Western Digital,WDC,2022-11-22,0,0,0,0,-1.30921947739071,-7.43111842881193,0.7812952853341499
Western Digital,WDC,2023-05-24,0,0,0,1,1.7321528213161,0.51977546669248,-2.4570133080382703
Westwing,WEW.DE,2022-09-29,0,0,0,0,3.36359396989677,42.16216503449693,48.76865977030994
Wex,WEX,2024-06-18,0,0,0,1,-0.43008437088968,5.04211302960016,-2.24325123588856
Wix,WIX,2022-08-09,0,0,0,0,8.05935095435621,15.537571416503429,57.413757821474384
Wix,WIX,2023-02-15,0,0,0,1,-0.77473105315577,8.623511176707629,17.515003228809668
XP,XP,2023-01-17,0,0,0,1,-2.9812469232477703,-7.24710854555828,-25.919836358902348
Xero,XRX,2023-03-09,0,0,0,1,1.23010706966344,-2.44211280078886,-6.91679020576242
Xerox,XRX,2024-01-03,0,0,0,1,-6.77360917959436,7.67148582431935,4.14500326932285
Block,XYZ,2023-10-04,0,0,0,1,0.7985641386429799,5.79195860980233,24.32861997175982
Block,XYZ,2025-03-25,1,1,1,1,-4.40239747115755,6.4484859363841505,-9.49167920910496
Yelp,YELP,2020-04-09,0,0,0,0,-7.71827465002229,-5.55801209016542,-1.8324716506630399
Yext,YEXT,2023-01-23,0,0,0,1,-1.36050288991329,6.14809924395349,21.08459328425069
Yext,YEXT,2024-06-05,0,0,0,1,-3.77518228999522,10.57896578468121,3.15464032652878
Zillow,Z,2021-11-02,0,0,0,0,-30.716967445576017,-45.619149698511066,-35.28922618761628
Zillow,Z,2022-10-26,0,0,0,0,2.05114919428132,17.84221857683858,25.317138508362707
Zillow,Z,2023-11-07,0,0,0,1,2.05292275957575,11.43970877731736,19.4683747883933
Zillow,Z,2025-01-10,0,0,0,1,1.4110138688777398,20.54922953086118,10.755965173139929
Zalando,ZAL.DE,2023-02-21,0,0,0,1,1.39468154316101,4.34533193321896,15.37883128977702
Zebra Technologies,ZBRA,2023-08-28,0,0,0,1,-0.69674108961494,-9.98207617605312,-11.883204975914891
Zebra Technologies,ZBRA,2025-12-12,0,0,0,1,-0.043384197957689996,-0.25191011460929,-5.73587415338865
ZipRecruiter,ZIP,2023-05-31,0,0,0,1,-0.20180594376966,7.50911419134085,6.678547252069531
ZipRecruiter,ZIP,2025-09-16,0,0,1,1,7.3129208082860995,-8.66030677152851,1.51373589809942
Zoom,ZM,2023-02-07,0,0,0,1,4.31179096027848,1.49923578094214,0.15349161707186998
Zoom,ZM,2024-02-01,0,0,1,1,-5.3741124575688,3.8670981227987102,-5.77639232199219
Zscaler,ZS,2023-03-02,0,0,0,1,-10.965732803068839,-22.4008813041955,-27.660798660850837
