event_id,ticker,company_x,event_dt,CAR_CAPM_short_term,CAR_FF4_short_term,percentage_laid_off,funds_raised,ai_mentioned,company_y,prior_6m_return,n_pre,layoff_pct,funds_raised_num,log_funds_raised,year
PLTK_2024-01-11,PLTK,Playtika,2024-01-11,0.1620202354572129,0.1472941538317085,0.1,,1,Playtika,-0.40261612403686686,126,0.1,,0.0,2024
PLTK_2026-01-14,PLTK,Playtika,2026-01-14,0.1620202354572129,0.1472941538317085,0.15,,1,Playtika,-0.19688043325722593,126,0.15,,0.0,2026
PLTR_2023-02-27,PLTR,Palantir,2023-02-27,0.0150551605183562,0.0195235656407043,0.02,3000.0,1,Palantir,-0.10061016596586025,126,0.02,3000.0,8.006367567650246,2023
PL_2023-08-01,PL,Planet,2023-08-01,0.0661648225175133,0.034534410989343,0.1,574.0,1,Planet,-0.3370893877274116,126,0.1,574.0,6.352629396319567,2023
PL_2024-06-26,PL,Planet,2024-06-26,0.0661648225175133,0.034534410989343,0.17,574.0,0,Planet,-0.27879637598285545,126,0.17,574.0,6.352629396319567,2024
PTON_2022-02-08,PTON,Peloton,2022-02-08,0.7941710354721699,0.7526534163819569,0.2,1900.0,1,Peloton,-0.8171498107887987,126,0.2,1900.0,7.549609165154532,2022
PTON_2022-08-12,PTON,Peloton,2022-08-12,0.7941710354721699,0.7526534163819569,0.13,1900.0,1,Peloton,-0.7554210893063844,126,0.13,1900.0,7.549609165154532,2022
PTON_2024-05-02,PTON,Peloton,2024-05-02,0.7941710354721699,0.7526534163819569,0.15,1900.0,1,Peloton,-0.4160249125449087,126,0.15,1900.0,7.549609165154532,2024
PYPL_2023-01-31,PYPL,PayPal,2023-01-31,0.0694880294572791,0.0828453779735444,0.07,216.0,1,PayPal,-0.122194477780043,126,0.07,216.0,5.375278407684165,2023
PYPL_2024-01-30,PYPL,PayPal,2024-01-30,0.0694880294572791,0.0828453779735444,0.09,216.0,0,PayPal,-0.17170680751139078,126,0.09,216.0,5.375278407684165,2024
QCOM_2023-10-12,QCOM,Qualcomm,2023-10-12,0.0433111153490989,0.0505607611430465,0.02,,1,Qualcomm,-0.08755204892199653,126,0.02,,0.0,2023
RAMP_2022-11-03,RAMP,LiveRamp,2022-11-03,-0.0306166227447875,-0.0386621815428255,0.1,16.0,0,LiveRamp,-0.4889621629826505,126,0.1,16.0,2.772588722239781,2022
RAMP_2025-03-05,RAMP,LiveRamp,2025-03-05,-0.0306166227447875,-0.0386621815428255,0.05,16.0,1,LiveRamp,0.13358431310437435,126,0.05,16.0,2.772588722239781,2025
RENT_2022-09-12,RENT,Rent the Runway,2022-09-12,0.2330443260408879,0.1999216382383269,0.24,526.0,0,Rent the Runway,-0.34348832176854804,126,0.24,526.0,6.26530121273771,2022
RENT_2024-01-09,RENT,Rent the Runway,2024-01-09,0.2330443260408879,0.1999216382383269,0.1,526.0,0,Rent the Runway,-0.7645601638992028,126,0.1,526.0,6.26530121273771,2024
RIVN_2022-07-27,RIVN,Rivian,2022-07-27,0.3467982894191804,0.2779102842737988,0.06,10700.0,1,Rivian,-0.6188547453576488,126,0.06,10700.0,9.277999020449997,2022
RIVN_2023-02-01,RIVN,Rivian,2023-02-01,0.3467982894191804,0.2779102842737988,0.06,10700.0,0,Rivian,-0.515913833318564,126,0.06,10700.0,9.277999020449997,2023
RIVN_2025-06-26,RIVN,Rivian,2025-06-26,0.3467982894191804,0.2779102842737988,0.01,10700.0,1,Rivian,-0.03888955121180804,126,0.01,10700.0,9.277999020449997,2025
ROKU_2022-11-17,ROKU,Roku,2022-11-17,0.1021804453035092,0.1806282190302573,0.07,208.0,1,Roku,-0.5193542975090917,126,0.07,208.0,5.337538079701318,2022
ROKU_2023-09-06,ROKU,Roku,2023-09-06,0.1021804453035092,0.1806282190302573,0.1,208.0,1,Roku,0.18434981122683491,126,0.1,208.0,5.337538079701318,2023
RSKD_2024-02-13,RSKD,Riskified,2024-02-13,0.0611357423535937,0.0657640645392753,0.06,229.0,0,Riskified,0.10669231092057774,126,0.06,229.0,5.43372200355424,2024
SAP_2023-01-26,SAP,SAP,2023-01-26,-0.0104904647574809,-0.0104218755159113,0.03,1300.0,1,SAP,0.2566579411782539,126,0.03,1300.0,7.170119543449628,2023
SAP_2023-02-07,SAP,SAP,2023-02-07,-0.0104904647574809,-0.0104218755159113,0.07,1300.0,1,SAP,0.23651183249697838,126,0.07,1300.0,7.170119543449628,2023
SEDG_2024-01-21,SEDG,SolarEdge,2024-01-21,0.5520625785884686,0.5687600838648217,0.16,155.0,1,SolarEdge,-0.7772988850792841,126,0.16,155.0,5.043425116919247,2024
SEDG_2024-11-27,SEDG,SolarEdge,2024-11-27,0.5520625785884686,0.5687600838648217,0.12,155.0,0,SolarEdge,-0.7884637862317143,126,0.12,155.0,5.043425116919247,2024
SFIX_2022-06-09,SFIX,Stitch Fix,2022-06-09,0.1502833768281868,0.1243296091630447,0.15,79.0,1,Stitch Fix,-0.7275666456761909,126,0.15,79.0,4.3694478524670215,2022
SFIX_2023-01-05,SFIX,Stitch Fix,2023-01-05,0.1502833768281868,0.1243296091630447,0.2,79.0,1,Stitch Fix,-0.5362743835999965,126,0.2,79.0,4.3694478524670215,2023
SHOP_2023-05-04,SHOP,Shopify,2023-05-04,0.4097992835859678,0.3119710395875749,0.2,122.0,0,Shopify,0.22541576756938353,126,0.2,122.0,4.804021044733257,2023
SIRI_2023-03-06,SIRI,SiriusXM,2023-03-06,-0.0041120804158182,0.0070704587205101,0.08,525.0,1,SiriusXM,-0.3088964154650722,126,0.08,525.0,6.263398262591624,2023
SIRI_2024-02-12,SIRI,SiriusXM,2024-02-12,-0.0041120804158182,0.0070704587205101,0.03,525.0,1,SiriusXM,-0.035163960245301884,126,0.03,525.0,6.263398262591624,2024
SNAP_2022-08-31,SNAP,Snap,2022-08-31,0.2651061970595264,0.2358737704880253,0.2,4900.0,1,Snap,-0.855200546985037,126,0.2,4900.0,8.496990484098719,2022
SNPS_2025-11-12,SNPS,Synopsys,2025-11-12,0.0878756813243382,0.0929282421128592,0.1,,0,Synopsys,-0.3670482962645504,126,0.1,,0.0,2025
SOFI_2024-01-10,SOFI,SoFi,2024-01-10,0.2203967358579684,0.2009425145300975,0.04,3000.0,0,SoFi,-0.17025744401363518,126,0.04,3000.0,8.006367567650246,2024
SONDQ_2022-06-08,SONDQ,Sonder,2022-06-08,-0.9766229118937528,-1.0043821491662053,0.21,839.0,0,Sonder,-0.8333232483947746,96,0.21,839.0,6.732210706467206,2022
SONDQ_2023-03-01,SONDQ,Sonder,2023-03-01,-0.9766229118937528,-1.0043821491662053,0.14,839.0,1,Sonder,-0.5796959366948995,126,0.14,839.0,6.732210706467206,2023
SONDQ_2024-02-15,SONDQ,Sonder,2024-02-15,-0.9766229118937528,-1.0043821491662053,0.17,839.0,1,Sonder,-0.8172934680052,126,0.17,839.0,6.732210706467206,2024
SONDQ_2025-11-10,SONDQ,Sonder,2025-11-10,-0.9766229118937528,-1.0043821491662053,1.0,839.0,1,Sonder,-0.8532112219900163,126,1.0,839.0,6.732210706467206,2025
SONO_2023-06-14,SONO,Sonos,2023-06-14,0.0791885748298612,0.0863483970128223,0.07,455.2,1,Sonos,-0.1544878237957903,126,0.07,455.2,6.120736882812121,2023
SONO_2024-08-14,SONO,Sonos,2024-08-14,0.0791885748298612,0.0863483970128223,0.06,455.2,1,Sonos,-0.3832375763865302,126,0.06,455.2,6.120736882812121,2024
SPOT_2023-06-05,SPOT,Spotify,2023-06-05,0.1765051156966053,0.213774872020589,0.02,2100.0,1,Spotify,0.8414821159594521,126,0.02,2100.0,7.649692623711514,2023
SPOT_2023-12-04,SPOT,Spotify,2023-12-04,0.1765051156966053,0.213774872020589,0.17,2100.0,1,Spotify,0.13853591319097913,126,0.17,2100.0,7.649692623711514,2023
STORY-B.ST_2022-03-17,STORY-B.ST,Storytel,2022-03-17,0.3471204916424149,0.3294655397886989,0.1,275.0,1,Storytel,-0.6951894726056884,123,0.1,275.0,5.616771097666572,2022
STORY-B.ST_2024-01-24,STORY-B.ST,Storytel,2024-01-24,0.3471204916424149,0.3294655397886989,0.13,275.0,1,Storytel,-0.036468266324794274,123,0.13,275.0,5.616771097666572,2024
TASK_2022-06-21,TASK,TaskUs,2022-06-21,0.0854226485399616,0.0526333427430136,0.0,279.0,0,TaskUs,-0.7248952666303536,126,0.0,279.0,5.631211781821365,2022
TEAM_2023-03-06,TEAM,Atlassian,2023-03-06,0.136881356400495,0.1291792244606138,0.05,210.0,1,Atlassian,-0.4061900522406552,126,0.05,210.0,5.3471075307174685,2023
TEAM_2026-03-11,TEAM,Atlassian,2026-03-11,0.136881356400495,0.1291792244606138,0.1,210.0,1,Atlassian,-0.5939156774952219,119,0.1,210.0,5.3471075307174685,2026
TOM2.AS_2022-06-01,TOM2.AS,TomTom,2022-06-01,0.0633214289437745,0.0606822298576507,0.1,,0,TomTom,-0.10608898527421318,122,0.1,,0.0,2022
TOM2.AS_2025-06-30,TOM2.AS,TomTom,2025-06-30,0.0633214289437745,0.0606822298576507,0.1,430.0,1,TomTom,-0.00816547955265301,121,0.1,430.0,6.063785208687608,2025
TRIP_2025-11-05,TRIP,TripAdvisor,2025-11-05,0.0977117026252292,0.0852512468457013,0.2,3.0,1,TripAdvisor,0.07959202717857061,126,0.2,3.0,1.0986122886681098,2025
TTWO_2024-04-16,TTWO,Take-Two,2024-04-16,0.0936551165053271,0.0918662090692345,0.05,4100.0,1,Take-Two,0.008763208360957675,126,0.05,4100.0,8.318742252692399,2024
TWLO_2022-09-14,TWLO,Twilio,2022-09-14,0.2589143692187833,0.2154588857931667,0.11,614.0,1,Twilio,-0.5194296611545679,126,0.11,614.0,6.419994928147142,2022
TWLO_2023-12-04,TWLO,Twilio,2023-12-04,0.2589143692187833,0.2154588857931667,0.05,614.0,0,Twilio,-0.043096723389907554,126,0.05,614.0,6.419994928147142,2023
UDMY_2023-02-14,UDMY,Udemy,2023-02-14,0.101161791076021,0.0741825329203786,0.1,311.0,0,Udemy,-0.276511076951659,126,0.1,311.0,5.739792912179234,2023
UPWK_2023-05-03,UPWK,Upwork,2023-05-03,0.2348411342855877,0.195913341128689,0.15,168.0,0,Upwork,-0.40901489717425465,126,0.15,168.0,5.123963979403259,2023
UPWK_2024-10-23,UPWK,Upwork,2024-10-23,0.2348411342855877,0.195913341128689,0.21,168.0,0,Upwork,-0.15728137207196902,126,0.21,168.0,5.123963979403259,2024
U_2022-06-29,U,Unity,2022-06-29,0.0563758124150859,0.0255358131376815,0.04,1300.0,0,Unity,-0.8160263853737223,126,0.04,1300.0,7.170119543449628,2022
U_2023-01-17,U,Unity,2023-01-17,0.0563758124150859,0.0255358131376815,0.03,1300.0,0,Unity,-0.2375199214113165,126,0.03,1300.0,7.170119543449628,2023
U_2023-11-28,U,Unity,2023-11-28,0.0563758124150859,0.0255358131376815,0.04,1300.0,0,Unity,-0.07173806468619104,126,0.04,1300.0,7.170119543449628,2023
VSAT_2023-04-12,VSAT,Viasat,2023-04-12,0.104795301598888,0.0840745205627329,0.04,366.0,0,Viasat,-0.18372874132119255,126,0.04,366.0,5.902633333401366,2023
VSAT_2023-11-02,VSAT,Viasat,2023-11-02,0.104795301598888,0.0840745205627329,0.1,366.0,1,Viasat,-0.5905482231523091,126,0.1,366.0,5.902633333401366,2023
WDAY_2023-01-31,WDAY,Workday,2023-01-31,0.2276843571473088,0.2365554959230886,0.03,230.0,1,Workday,0.07285694005449006,126,0.03,230.0,5.438079308923196,2023
WDAY_2025-02-05,WDAY,Workday,2025-02-05,0.2276843571473088,0.2365554959230886,0.08,230.0,1,Workday,0.19975578345996192,126,0.08,230.0,5.438079308923196,2025
WDAY_2026-02-04,WDAY,Workday,2026-02-04,0.2276843571473088,0.2365554959230886,0.02,230.0,0,Workday,-0.3060341448314371,126,0.02,230.0,5.438079308923196,2026
WDC_2023-05-24,WDC,Western Digital,2023-05-24,0.0529494216968338,0.0609104644825585,0.07,900.0,1,Western Digital,-0.021452930329254882,126,0.07,900.0,6.802394763324311,2023
WISH.V_2022-03-01,WISH.V,Wish,2022-03-01,0.062127272717214,0.0489942610400468,0.15,1600.0,0,Wish,-0.0709876502521457,123,0.15,1600.0,7.3777589082278725,2022
WISH.V_2023-01-31,WISH.V,Wish,2023-01-31,0.062127272717214,0.0489942610400468,0.17,1600.0,0,Wish,-0.11129998765842863,124,0.17,1600.0,7.3777589082278725,2023
WIX_2023-02-15,WIX,Wix,2023-02-15,0.1269117567565095,0.1073603005254572,0.06,58.0,1,Wix,0.0035928522456945,126,0.06,58.0,4.060443010546419,2023
WTC.AX_2026-02-24,WTC.AX,WiseTech,2026-02-24,0.1650500273660087,0.160607111608913,0.3,3000.0,0,WiseTech,-0.6617760404010875,122,0.3,3000.0,8.006367567650246,2026
W_2022-08-19,W,Wayfair,2022-08-19,0.1912565255165138,0.2251927994526134,0.05,1700.0,1,Wayfair,-0.626498489413976,126,0.05,1700.0,7.438383530044307,2022
W_2024-01-19,W,Wayfair,2024-01-19,0.1912565255165138,0.2251927994526134,0.13,1700.0,1,Wayfair,-0.36807311825881295,126,0.13,1700.0,7.438383530044307,2024
W_2025-01-10,W,Wayfair,2025-01-10,0.1912565255165138,0.2251927994526134,0.03,1700.0,1,Wayfair,-0.2369167676046522,126,0.03,1700.0,7.438383530044307,2025
XYZ_2025-03-25,XYZ,Block,2025-03-25,0.3629356802740124,0.3753316543726099,0.08,150.0,1,Block,-0.5324017413255524,126,0.08,150.0,5.0106352940962555,2025
XYZ_2026-02-26,XYZ,Block,2026-02-26,0.3629356802740124,0.3753316543726099,0.4,150.0,1,Block,-0.37622886733276695,126,0.4,150.0,5.0106352940962555,2026
YEXT_2023-01-23,YEXT,Yext,2023-01-23,0.0138206145151279,0.0284997497028744,0.08,117.0,0,Yext,0.20223537857567764,126,0.08,117.0,4.762173934797756,2023
YEXT_2024-06-05,YEXT,Yext,2024-06-05,0.0138206145151279,0.0284997497028744,0.12,117.0,0,Yext,-0.33567392745240765,126,0.12,117.0,4.762173934797756,2024
ZBRA_2023-08-28,ZBRA,Zebra Technologies,2023-08-28,0.1023810605279721,0.1054240038534968,0.07,2000.0,1,Zebra Technologies,-0.12616505838110292,126,0.07,2000.0,7.600902459542082,2023
ZIP_2023-05-31,ZIP,ZipRecruiter,2023-05-31,0.1922487899069137,0.2203310953634236,0.2,769.0,1,ZipRecruiter,-0.16404167004172476,126,0.2,769.0,6.645090969505644,2023
ZIP_2023-07-02,ZIP,Zip,2023-07-02,0.1922487899069137,0.2203310953634236,0.2,896.0,1,Zip,0.058592488720093705,126,0.2,896.0,6.79794041297493,2023
ZM_2023-02-07,ZM,Zoom,2023-02-07,0.0498060558009478,0.0705423183016137,0.15,276.0,1,Zoom,-0.3777521948837864,126,0.15,276.0,5.62040086571715,2023
ZM_2024-02-01,ZM,Zoom,2024-02-01,0.0498060558009478,0.0705423183016137,0.02,276.0,1,Zoom,-0.13202981185635743,126,0.02,276.0,5.62040086571715,2024
Z_2022-10-26,Z,Zillow,2022-10-26,0.1282626833913357,0.1520729961336191,0.05,97.0,1,Zillow,-0.3012195113524706,126,0.05,97.0,4.574710978503383,2022
