window,model,N,avg_CAR,t_simple,p_simple,sig_simple,t_patell,p_patell,sig_patell,t_bmp,p_bmp,sig_bmp,t_corrado,p_corrado,sig_corrado
short_term,CAPM,152,0.10029647399317061,6.333875898887157,2.600777593286807e-09,***,8.976653835425557,1.1102230246251565e-15,***,8.976653835425557,1.1102230246251565e-15,***,-1.0958802635363774,0.2733062752420312,
short_term,FF4,152,0.09754271342351517,6.463499101439866,1.3341105997710656e-09,***,8.981694944958695,1.1102230246251565e-15,***,8.981694944958695,1.1102230246251565e-15,***,-1.321784242120291,0.18644128278688865,
medium_term,CAPM,152,0.22087346700390462,11.944556821078354,0.0,***,12.11047249385196,0.0,***,12.11047249385196,0.0,***,-0.16519710341115154,0.8688055653777735,
medium_term,FF4,152,0.21830609185362965,12.12123844408581,0.0,***,12.223889529201115,0.0,***,12.223889529201113,0.0,***,-0.424239139737778,0.6714374140327037,
extended,CAPM,152,1.307346031277512,19.388858268158266,0.0,***,14.204856962193766,0.0,***,14.204856962193764,0.0,***,-0.7591794229536201,0.4477575974961563,
extended,FF4,152,1.2867651571203507,18.931003097026878,0.0,***,14.020673414763765,0.0,***,14.020673414763763,0.0,***,-1.591646350674582,0.11148612565901761,
post_event,CAPM,152,2.1946209307297777,21.98463798425864,0.0,***,13.968627674916355,0.0,***,13.968627674916355,0.0,***,0.37371733943424673,0.708619774824675,
post_event,FF4,152,2.186179505487736,21.565275872371604,0.0,***,13.91221151262309,0.0,***,13.912211512623088,0.0,***,1.2354655560804173,0.21667623774379452,
